pretax_income,tax,after_tax_income
926000.0,392809.0,533191.0
927000.0,393356.0,533644.0
928000.0,393903.0,534097.0
929000.0,394451.0,534549.0
930000.0,394998.0,535002.0
931000.0,395545.0,535455.0
932000.0,396092.0,535908.0
933000.0,396640.0,536360.0
934000.0,397187.0,536813.0
935000.0,397734.0,537266.0
936000.0,398282.0,537718.0
937000.0,398829.0,538171.0
938000.0,399376.0,538624.0
939000.0,399923.0,539077.0
940000.0,400471.0,539529.0
941000.0,401018.0,539982.0
942000.0,401565.0,540435.0
943000.0,402112.0,540888.0
944000.0,402660.0,541340.0
945000.0,403207.0,541793.0
946000.0,403754.0,542246.0
947000.0,404301.0,542699.0
948000.0,404849.0,543151.0
949000.0,405396.0,543604.0
950000.0,405943.0,544057.0
951000.0,406491.0,544509.0
952000.0,407038.0,544962.0
953000.0,407585.0,545415.0
954000.0,408132.0,545868.0
955000.0,408680.0,546320.0
956000.0,409227.0,546773.0
957000.0,409774.0,547226.0
958000.0,410321.0,547679.0
959000.0,410869.0,548131.0
960000.0,411416.0,548584.0
961000.0,411963.0,549037.0
962000.0,412511.0,549489.0
963000.0,413058.0,549942.0
964000.0,413605.0,550395.0
965000.0,414152.0,550848.0
966000.0,414700.0,551300.0
967000.0,415247.0,551753.0
968000.0,415794.0,552206.0
969000.0,416341.0,552659.0
970000.0,416889.0,553111.0
971000.0,417436.0,553564.0
972000.0,417983.0,554017.0
973000.0,418530.0,554470.0
974000.0,419078.0,554922.0
975000.0,419625.0,555375.0
976000.0,420172.0,555828.0
977000.0,420720.0,556280.0
978000.0,421267.0,556733.0
979000.0,421814.0,557186.0
980000.0,422361.0,557639.0
981000.0,422909.0,558091.0
982000.0,423456.0,558544.0
983000.0,424003.0,558997.0
984000.0,424550.0,559450.0
985000.0,425098.0,559902.0
986000.0,425645.0,560355.0
987000.0,426192.0,560808.0
988000.0,426739.0,561261.0
989000.0,427287.0,561713.0
990000.0,427834.0,562166.0
991000.0,428381.0,562619.0
992000.0,428929.0,563071.0
993000.0,429476.0,563524.0
994000.0,430023.0,563977.0
995000.0,430570.0,564430.0
996000.0,431118.0,564882.0
997000.0,431665.0,565335.0
998000.0,432212.0,565788.0
999000.0,432759.0,566241.0
1000000.0,433307.0,566693.0
1001000.0,433854.0,567146.0
1002000.0,434401.0,567599.0
1003000.0,434949.0,568051.0
1004000.0,435496.0,568504.0
1005000.0,436043.0,568957.0
1006000.0,436590.0,569410.0
1007000.0,437138.0,569862.0
1008000.0,437685.0,570315.0
1009000.0,438232.0,570768.0
1010000.0,438779.0,571221.0
1011000.0,439327.0,571673.0
1012000.0,439874.0,572126.0
1013000.0,440421.0,572579.0
1014000.0,440968.0,573032.0
1015000.0,441516.0,573484.0
1016000.0,442063.0,573937.0
1017000.0,442610.0,574390.0
1018000.0,443158.0,574842.0
1019000.0,443705.0,575295.0
1020000.0,444252.0,575748.0
1021000.0,444799.0,576201.0
1022000.0,445347.0,576653.0
1023000.0,445894.0,577106.0
1024000.0,446441.0,577559.0
1025000.0,446988.0,578012.0
1026000.0,447536.0,578464.0
1027000.0,448083.0,578917.0
1028000.0,448630.0,579370.0
1029000.0,449177.0,579823.0
1030000.0,449725.0,580275.0
1031000.0,450272.0,580728.0
1032000.0,450819.0,581181.0
1033000.0,451367.0,581633.0
1034000.0,451914.0,582086.0
1035000.0,452461.0,582539.0
1036000.0,453008.0,582992.0
1037000.0,453556.0,583444.0
1038000.0,454103.0,583897.0
1039000.0,454650.0,584350.0
1040000.0,455197.0,584803.0
1041000.0,455745.0,585255.0
1042000.0,456292.0,585708.0
1043000.0,456839.0,586161.0
1044000.0,457386.0,586614.0
1045000.0,457934.0,587066.0
1046000.0,458481.0,587519.0
1047000.0,459028.0,587972.0
1048000.0,459576.0,588424.0
1049000.0,460123.0,588877.0
1050000.0,460670.0,589330.0
1051000.0,461217.0,589783.0
1052000.0,461765.0,590235.0
1053000.0,462312.0,590688.0
1054000.0,462859.0,591141.0
1055000.0,463406.0,591594.0
1056000.0,463954.0,592046.0
1057000.0,464501.0,592499.0
1058000.0,465048.0,592952.0
1059000.0,465596.0,593404.0
1060000.0,466143.0,593857.0
1061000.0,466690.0,594310.0
1062000.0,467237.0,594763.0
1063000.0,467785.0,595215.0
1064000.0,468332.0,595668.0
1065000.0,468879.0,596121.0
1066000.0,469426.0,596574.0
1067000.0,469974.0,597026.0
1068000.0,470521.0,597479.0
1069000.0,471068.0,597932.0
1070000.0,471615.0,598385.0
1071000.0,472163.0,598837.0
1072000.0,472710.0,599290.0
1073000.0,473257.0,599743.0
1074000.0,473805.0,600195.0
1075000.0,474352.0,600648.0
1076000.0,474899.0,601101.0
1077000.0,475446.0,601554.0
1078000.0,475994.0,602006.0
1079000.0,476541.0,602459.0
1080000.0,477088.0,602912.0
1081000.0,477635.0,603365.0
1082000.0,478183.0,603817.0
1083000.0,478730.0,604270.0
1084000.0,479277.0,604723.0
1085000.0,479824.0,605176.0
1086000.0,480372.0,605628.0
1087000.0,480919.0,606081.0
1088000.0,481466.0,606534.0
1089000.0,482014.0,606986.0
1090000.0,482561.0,607439.0
1091000.0,483108.0,607892.0
1092000.0,483655.0,608345.0
1093000.0,484203.0,608797.0
1094000.0,484750.0,609250.0
1095000.0,485297.0,609703.0
1096000.0,485844.0,610156.0
1097000.0,486392.0,610608.0
1098000.0,486939.0,611061.0
1099000.0,487486.0,611514.0
1100000.0,488034.0,611966.0
1101000.0,488581.0,612419.0
1102000.0,489128.0,612872.0
1103000.0,489675.0,613325.0
1104000.0,490223.0,613777.0
1105000.0,490770.0,614230.0
1106000.0,491317.0,614683.0
1107000.0,491864.0,615136.0
1108000.0,492412.0,615588.0
1109000.0,492959.0,616041.0
1110000.0,493506.0,616494.0
1111000.0,494053.0,616947.0
1112000.0,494601.0,617399.0
1113000.0,495148.0,617852.0
1114000.0,495695.0,618305.0
1115000.0,496243.0,618757.0
1116000.0,496790.0,619210.0
1117000.0,497337.0,619663.0
1118000.0,497884.0,620116.0
1119000.0,498432.0,620568.0
1120000.0,498979.0,621021.0
1121000.0,499526.0,621474.0
1122000.0,500073.0,621927.0
1123000.0,500621.0,622379.0
1124000.0,501168.0,622832.0
1125000.0,501715.0,623285.0
1126000.0,502262.0,623738.0
1127000.0,502810.0,624190.0
1128000.0,503357.0,624643.0
1129000.0,503904.0,625096.0
1130000.0,504452.0,625548.0
1131000.0,504999.0,626001.0
1132000.0,505546.0,626454.0
1133000.0,506093.0,626907.0
1134000.0,506641.0,627359.0
1135000.0,507188.0,627812.0
1136000.0,507735.0,628265.0
1137000.0,508282.0,628718.0
1138000.0,508830.0,629170.0
1139000.0,509377.0,629623.0
1140000.0,509924.0,630076.0
1141000.0,510471.0,630529.0
1142000.0,511019.0,630981.0
1143000.0,511566.0,631434.0
1144000.0,512113.0,631887.0
1145000.0,512661.0,632339.0
1146000.0,513208.0,632792.0
1147000.0,513755.0,633245.0
1148000.0,514302.0,633698.0
1149000.0,514850.0,634150.0
1150000.0,515397.0,634603.0
1151000.0,515944.0,635056.0
1152000.0,516491.0,635509.0
1153000.0,517039.0,635961.0
1154000.0,517586.0,636414.0
1155000.0,518133.0,636867.0
1156000.0,518681.0,637319.0
1157000.0,519228.0,637772.0
1158000.0,519775.0,638225.0
1159000.0,520322.0,638678.0
1160000.0,520870.0,639130.0
1161000.0,521417.0,639583.0
1162000.0,521964.0,640036.0
1163000.0,522511.0,640489.0
1164000.0,523059.0,640941.0
1165000.0,523606.0,641394.0
1166000.0,524153.0,641847.0
1167000.0,524700.0,642300.0
1168000.0,525248.0,642752.0
1169000.0,525795.0,643205.0
1170000.0,526342.0,643658.0
1171000.0,526890.0,644110.0
1172000.0,527437.0,644563.0
1173000.0,527984.0,645016.0
1174000.0,528531.0,645469.0
1175000.0,529079.0,645921.0
1176000.0,529626.0,646374.0
1177000.0,530173.0,646827.0
1178000.0,530720.0,647280.0
1179000.0,531268.0,647732.0
1180000.0,531815.0,648185.0
1181000.0,532362.0,648638.0
1182000.0,532909.0,649091.0
1183000.0,533457.0,649543.0
1184000.0,534004.0,649996.0
1185000.0,534551.0,650449.0
1186000.0,535099.0,650901.0
1187000.0,535646.0,651354.0
1188000.0,536193.0,651807.0
1189000.0,536740.0,652260.0
1190000.0,537288.0,652712.0
1191000.0,537835.0,653165.0
1192000.0,538382.0,653618.0
1193000.0,538929.0,654071.0
1194000.0,539477.0,654523.0
1195000.0,540024.0,654976.0
1196000.0,540571.0,655429.0
1197000.0,541118.0,655882.0
1198000.0,541666.0,656334.0
1199000.0,542213.0,656787.0
1200000.0,542760.0,657240.0
1201000.0,543308.0,657692.0
1202000.0,543855.0,658145.0
1203000.0,544402.0,658598.0
1204000.0,544949.0,659051.0
1205000.0,545497.0,659503.0
1206000.0,546044.0,659956.0
1207000.0,546591.0,660409.0
1208000.0,547138.0,660862.0
1209000.0,547686.0,661314.0
1210000.0,548233.0,661767.0
1211000.0,548780.0,662220.0
1212000.0,549328.0,662672.0
1213000.0,549875.0,663125.0
1214000.0,550422.0,663578.0
1215000.0,550969.0,664031.0
1216000.0,551517.0,664483.0
1217000.0,552064.0,664936.0
1218000.0,552611.0,665389.0
1219000.0,553158.0,665842.0
1220000.0,553706.0,666294.0
1221000.0,554253.0,666747.0
1222000.0,554800.0,667200.0
1223000.0,555347.0,667653.0
1224000.0,555895.0,668105.0
1225000.0,556442.0,668558.0
1226000.0,556989.0,669011.0
1227000.0,557537.0,669463.0
1228000.0,558084.0,669916.0
1229000.0,558631.0,670369.0
1230000.0,559178.0,670822.0
1231000.0,559726.0,671274.0
1232000.0,560273.0,671727.0
1233000.0,560820.0,672180.0
1234000.0,561367.0,672633.0
1235000.0,561915.0,673085.0
1236000.0,562462.0,673538.0
1237000.0,563009.0,673991.0
1238000.0,563556.0,674444.0
1239000.0,564104.0,674896.0
1240000.0,564651.0,675349.0
1241000.0,565198.0,675802.0
1242000.0,565746.0,676254.0
1243000.0,566293.0,676707.0
1244000.0,566840.0,677160.0
1245000.0,567387.0,677613.0
1246000.0,567935.0,678065.0
1247000.0,568482.0,678518.0
1248000.0,569029.0,678971.0
1249000.0,569576.0,679424.0
1250000.0,570124.0,679876.0
1251000.0,570671.0,680329.0
1252000.0,571218.0,680782.0
1253000.0,571766.0,681234.0
1254000.0,572313.0,681687.0
1255000.0,572860.0,682140.0
1256000.0,573407.0,682593.0
1257000.0,573955.0,683045.0
1258000.0,574502.0,683498.0
1259000.0,575049.0,683951.0
1260000.0,575596.0,684404.0
1261000.0,576144.0,684856.0
1262000.0,576691.0,685309.0
1263000.0,577238.0,685762.0
1264000.0,577785.0,686215.0
1265000.0,578333.0,686667.0
1266000.0,578880.0,687120.0
1267000.0,579427.0,687573.0
1268000.0,579975.0,688025.0
1269000.0,580522.0,688478.0
1270000.0,581069.0,688931.0
1271000.0,581616.0,689384.0
1272000.0,582164.0,689836.0
1273000.0,582711.0,690289.0
1274000.0,583258.0,690742.0
1275000.0,583805.0,691195.0
1276000.0,584353.0,691647.0
1277000.0,584900.0,692100.0
1278000.0,585447.0,692553.0
1279000.0,585994.0,693006.0
1280000.0,586542.0,693458.0
1281000.0,587089.0,693911.0
1282000.0,587636.0,694364.0
1283000.0,588184.0,694816.0
1284000.0,588731.0,695269.0
1285000.0,589278.0,695722.0
1286000.0,589825.0,696175.0
1287000.0,590373.0,696627.0
1288000.0,590920.0,697080.0
1289000.0,591467.0,697533.0
1290000.0,592014.0,697986.0
1291000.0,592562.0,698438.0
1292000.0,593109.0,698891.0
1293000.0,593656.0,699344.0
1294000.0,594203.0,699797.0
1295000.0,594751.0,700249.0
1296000.0,595298.0,700702.0
1297000.0,595845.0,701155.0
1298000.0,596393.0,701607.0
1299000.0,596940.0,702060.0
1300000.0,597487.0,702513.0
1301000.0,598034.0,702966.0
1302000.0,598582.0,703418.0
1303000.0,599129.0,703871.0
1304000.0,599676.0,704324.0
1305000.0,600223.0,704777.0
1306000.0,600771.0,705229.0
1307000.0,601318.0,705682.0
1308000.0,601865.0,706135.0
1309000.0,602413.0,706587.0
1310000.0,602960.0,707040.0
1311000.0,603507.0,707493.0
1312000.0,604054.0,707946.0
1313000.0,604602.0,708398.0
1314000.0,605149.0,708851.0
1315000.0,605696.0,709304.0
1316000.0,606243.0,709757.0
1317000.0,606791.0,710209.0
1318000.0,607338.0,710662.0
1319000.0,607885.0,711115.0
1320000.0,608432.0,711568.0
1321000.0,608980.0,712020.0
1322000.0,609527.0,712473.0
1323000.0,610074.0,712926.0
1324000.0,610622.0,713378.0
1325000.0,611169.0,713831.0
1326000.0,611716.0,714284.0
1327000.0,612263.0,714737.0
1328000.0,612811.0,715189.0
1329000.0,613358.0,715642.0
1330000.0,613905.0,716095.0
1331000.0,614452.0,716548.0
1332000.0,615000.0,717000.0
1333000.0,615547.0,717453.0
1334000.0,616094.0,717906.0
1335000.0,616641.0,718359.0
1336000.0,617189.0,718811.0
1337000.0,617736.0,719264.0
1338000.0,618283.0,719717.0
1339000.0,618831.0,720169.0
1340000.0,619378.0,720622.0
1341000.0,619925.0,721075.0
1342000.0,620472.0,721528.0
1343000.0,621020.0,721980.0
1344000.0,621567.0,722433.0
1345000.0,622114.0,722886.0
1346000.0,622661.0,723339.0
1347000.0,623209.0,723791.0
1348000.0,623756.0,724244.0
1349000.0,624303.0,724697.0
1350000.0,624851.0,725149.0
1351000.0,625398.0,725602.0
1352000.0,625945.0,726055.0
1353000.0,626492.0,726508.0
1354000.0,627040.0,726960.0
1355000.0,627587.0,727413.0
1356000.0,628134.0,727866.0
1357000.0,628681.0,728319.0
1358000.0,629229.0,728771.0
1359000.0,629776.0,729224.0
1360000.0,630323.0,729677.0
1361000.0,630870.0,730130.0
1362000.0,631418.0,730582.0
1363000.0,631965.0,731035.0
1364000.0,632512.0,731488.0
1365000.0,633060.0,731940.0
1366000.0,633607.0,732393.0
1367000.0,634154.0,732846.0
1368000.0,634701.0,733299.0
1369000.0,635249.0,733751.0
1370000.0,635796.0,734204.0
1371000.0,636343.0,734657.0
1372000.0,636890.0,735110.0
1373000.0,637438.0,735562.0
1374000.0,637985.0,736015.0
1375000.0,638532.0,736468.0
1376000.0,639079.0,736921.0
1377000.0,639627.0,737373.0
1378000.0,640174.0,737826.0
1379000.0,640721.0,738279.0
1380000.0,641269.0,738731.0
1381000.0,641816.0,739184.0
1382000.0,642363.0,739637.0
1383000.0,642910.0,740090.0
1384000.0,643458.0,740542.0
1385000.0,644005.0,740995.0
1386000.0,644552.0,741448.0
1387000.0,645099.0,741901.0
1388000.0,645647.0,742353.0
1389000.0,646194.0,742806.0
1390000.0,646741.0,743259.0
1391000.0,647288.0,743712.0
1392000.0,647836.0,744164.0
1393000.0,648383.0,744617.0
1394000.0,648930.0,745070.0
1395000.0,649478.0,745522.0
1396000.0,650025.0,745975.0
1397000.0,650572.0,746428.0
1398000.0,651119.0,746881.0
1399000.0,651667.0,747333.0
1400000.0,652214.0,747786.0
1401000.0,652761.0,748239.0
1402000.0,653308.0,748692.0
1403000.0,653856.0,749144.0
1404000.0,654403.0,749597.0
1405000.0,654950.0,750050.0
1406000.0,655498.0,750502.0
1407000.0,656045.0,750955.0
1408000.0,656592.0,751408.0
1409000.0,657139.0,751861.0
1410000.0,657687.0,752313.0
1411000.0,658234.0,752766.0
1412000.0,658781.0,753219.0
1413000.0,659328.0,753672.0
1414000.0,659876.0,754124.0
1415000.0,660423.0,754577.0
1416000.0,660970.0,755030.0
1417000.0,661517.0,755483.0
1418000.0,662065.0,755935.0
1419000.0,662612.0,756388.0
1420000.0,663159.0,756841.0
1421000.0,663707.0,757293.0
1422000.0,664254.0,757746.0
1423000.0,664801.0,758199.0
1424000.0,665348.0,758652.0
1425000.0,665896.0,759104.0
1426000.0,666443.0,759557.0
1427000.0,666990.0,760010.0
1428000.0,667537.0,760463.0
1429000.0,668085.0,760915.0
1430000.0,668632.0,761368.0
1431000.0,669179.0,761821.0
1432000.0,669726.0,762274.0
1433000.0,670274.0,762726.0
1434000.0,670821.0,763179.0
1435000.0,671368.0,763632.0
1436000.0,671916.0,764084.0
1437000.0,672463.0,764537.0
1438000.0,673010.0,764990.0
1439000.0,673557.0,765443.0
1440000.0,674105.0,765895.0
1441000.0,674652.0,766348.0
1442000.0,675199.0,766801.0
1443000.0,675746.0,767254.0
1444000.0,676294.0,767706.0
1445000.0,676841.0,768159.0
1446000.0,677388.0,768612.0
1447000.0,677935.0,769065.0
1448000.0,678483.0,769517.0
1449000.0,679030.0,769970.0
1450000.0,679577.0,770423.0
1451000.0,680125.0,770875.0
1452000.0,680672.0,771328.0
1453000.0,681219.0,771781.0
1454000.0,681766.0,772234.0
1455000.0,682314.0,772686.0
1456000.0,682861.0,773139.0
1457000.0,683408.0,773592.0
1458000.0,683955.0,774045.0
1459000.0,684503.0,774497.0
1460000.0,685050.0,774950.0
1461000.0,685597.0,775403.0
1462000.0,686145.0,775855.0
1463000.0,686692.0,776308.0
1464000.0,687239.0,776761.0
1465000.0,687786.0,777214.0
1466000.0,688334.0,777666.0
1467000.0,688881.0,778119.0
1468000.0,689428.0,778572.0
1469000.0,689975.0,779025.0
1470000.0,690523.0,779477.0
1471000.0,691070.0,779930.0
1472000.0,691617.0,780383.0
1473000.0,692164.0,780836.0
1474000.0,692712.0,781288.0
1475000.0,693259.0,781741.0
1476000.0,693806.0,782194.0
1477000.0,694354.0,782646.0
1478000.0,694901.0,783099.0
1479000.0,695448.0,783552.0
1480000.0,695995.0,784005.0
1481000.0,696543.0,784457.0
1482000.0,697090.0,784910.0
1483000.0,697637.0,785363.0
1484000.0,698184.0,785816.0
1485000.0,698732.0,786268.0
1486000.0,699279.0,786721.0
1487000.0,699826.0,787174.0
1488000.0,700373.0,787627.0
1489000.0,700921.0,788079.0
1490000.0,701468.0,788532.0
1491000.0,702015.0,788985.0
1492000.0,702563.0,789437.0
1493000.0,703110.0,789890.0
1494000.0,703657.0,790343.0
1495000.0,704204.0,790796.0
1496000.0,704752.0,791248.0
1497000.0,705299.0,791701.0
1498000.0,705846.0,792154.0
1499000.0,706393.0,792607.0
1500000.0,706941.0,793059.0
1501000.0,707488.0,793512.0
1502000.0,708035.0,793965.0
1503000.0,708583.0,794417.0
1504000.0,709130.0,794870.0
1505000.0,709677.0,795323.0
1506000.0,710224.0,795776.0
1507000.0,710772.0,796228.0
1508000.0,711319.0,796681.0
1509000.0,711866.0,797134.0
1510000.0,712413.0,797587.0
1511000.0,712961.0,798039.0
1512000.0,713508.0,798492.0
1513000.0,714055.0,798945.0
1514000.0,714602.0,799398.0
1515000.0,715150.0,799850.0
1516000.0,715697.0,800303.0
1517000.0,716244.0,800756.0
1518000.0,716792.0,801208.0
1519000.0,717339.0,801661.0
1520000.0,717886.0,802114.0
1521000.0,718433.0,802567.0
1522000.0,718981.0,803019.0
1523000.0,719528.0,803472.0
1524000.0,720075.0,803925.0
1525000.0,720622.0,804378.0
1526000.0,721170.0,804830.0
1527000.0,721717.0,805283.0
1528000.0,722264.0,805736.0
1529000.0,722811.0,806189.0
1530000.0,723359.0,806641.0
1531000.0,723906.0,807094.0
1532000.0,724453.0,807547.0
1533000.0,725001.0,807999.0
1534000.0,725548.0,808452.0
1535000.0,726095.0,808905.0
1536000.0,726642.0,809358.0
1537000.0,727190.0,809810.0
1538000.0,727737.0,810263.0
1539000.0,728284.0,810716.0
1540000.0,728831.0,811169.0
1541000.0,729379.0,811621.0
1542000.0,729926.0,812074.0
1543000.0,730473.0,812527.0
1544000.0,731020.0,812980.0
1545000.0,731568.0,813432.0
1546000.0,732115.0,813885.0
1547000.0,732662.0,814338.0
1548000.0,733210.0,814790.0
1549000.0,733757.0,815243.0
1550000.0,734304.0,815696.0
1551000.0,734851.0,816149.0
1552000.0,735399.0,816601.0
1553000.0,735946.0,817054.0
1554000.0,736493.0,817507.0
1555000.0,737040.0,817960.0
1556000.0,737588.0,818412.0
1557000.0,738135.0,818865.0
1558000.0,738682.0,819318.0
1559000.0,739230.0,819770.0
1560000.0,739777.0,820223.0
1561000.0,740324.0,820676.0
1562000.0,740871.0,821129.0
1563000.0,741419.0,821581.0
1564000.0,741966.0,822034.0
1565000.0,742513.0,822487.0
1566000.0,743060.0,822940.0
1567000.0,743608.0,823392.0
1568000.0,744155.0,823845.0
1569000.0,744702.0,824298.0
1570000.0,745249.0,824751.0
1571000.0,745797.0,825203.0
1572000.0,746344.0,825656.0
1573000.0,746891.0,826109.0
1574000.0,747439.0,826561.0
1575000.0,747986.0,827014.0
1576000.0,748533.0,827467.0
1577000.0,749080.0,827920.0
1578000.0,749628.0,828372.0
1579000.0,750175.0,828825.0
1580000.0,750722.0,829278.0
1581000.0,751269.0,829731.0
1582000.0,751817.0,830183.0
1583000.0,752364.0,830636.0
1584000.0,752911.0,831089.0
1585000.0,753458.0,831542.0
1586000.0,754006.0,831994.0
1587000.0,754553.0,832447.0
1588000.0,755100.0,832900.0
1589000.0,755648.0,833352.0
1590000.0,756195.0,833805.0
1591000.0,756742.0,834258.0
1592000.0,757289.0,834711.0
1593000.0,757837.0,835163.0
1594000.0,758384.0,835616.0
1595000.0,758931.0,836069.0
1596000.0,759478.0,836522.0
1597000.0,760026.0,836974.0
1598000.0,760573.0,837427.0
1599000.0,761120.0,837880.0
1600000.0,761668.0,838332.0
1601000.0,762215.0,838785.0
1602000.0,762762.0,839238.0
1603000.0,763309.0,839691.0
1604000.0,763857.0,840143.0
1605000.0,764404.0,840596.0
1606000.0,764951.0,841049.0
1607000.0,765498.0,841502.0
1608000.0,766046.0,841954.0
1609000.0,766593.0,842407.0
1610000.0,767140.0,842860.0
1611000.0,767687.0,843313.0
1612000.0,768235.0,843765.0
1613000.0,768782.0,844218.0
1614000.0,769329.0,844671.0
1615000.0,769877.0,845123.0
1616000.0,770424.0,845576.0
1617000.0,770971.0,846029.0
1618000.0,771518.0,846482.0
1619000.0,772066.0,846934.0
1620000.0,772613.0,847387.0
1621000.0,773160.0,847840.0
1622000.0,773707.0,848293.0
1623000.0,774255.0,848745.0
1624000.0,774802.0,849198.0
1625000.0,775349.0,849651.0
1626000.0,775896.0,850104.0
1627000.0,776444.0,850556.0
1628000.0,776991.0,851009.0
1629000.0,777538.0,851462.0
1630000.0,778086.0,851914.0
1631000.0,778633.0,852367.0
1632000.0,779180.0,852820.0
1633000.0,779727.0,853273.0
1634000.0,780275.0,853725.0
1635000.0,780822.0,854178.0
1636000.0,781369.0,854631.0
1637000.0,781916.0,855084.0
1638000.0,782464.0,855536.0
1639000.0,783011.0,855989.0
1640000.0,783558.0,856442.0
1641000.0,784105.0,856895.0
1642000.0,784653.0,857347.0
1643000.0,785200.0,857800.0
1644000.0,785747.0,858253.0
1645000.0,786295.0,858705.0
1646000.0,786842.0,859158.0
1647000.0,787389.0,859611.0
1648000.0,787936.0,860064.0
1649000.0,788484.0,860516.0
1650000.0,789031.0,860969.0
1651000.0,789578.0,861422.0
1652000.0,790125.0,861875.0
1653000.0,790673.0,862327.0
1654000.0,791220.0,862780.0
1655000.0,791767.0,863233.0
1656000.0,792315.0,863685.0
1657000.0,792862.0,864138.0
1658000.0,793409.0,864591.0
1659000.0,793956.0,865044.0
1660000.0,794504.0,865496.0
1661000.0,795051.0,865949.0
1662000.0,795598.0,866402.0
1663000.0,796145.0,866855.0
1664000.0,796693.0,867307.0
1665000.0,797240.0,867760.0
1666000.0,797787.0,868213.0
1667000.0,798334.0,868666.0
1668000.0,798882.0,869118.0
1669000.0,799429.0,869571.0
1670000.0,799976.0,870024.0
1671000.0,800524.0,870476.0
1672000.0,801071.0,870929.0
1673000.0,801618.0,871382.0
1674000.0,802165.0,871835.0
1675000.0,802713.0,872287.0
1676000.0,803260.0,872740.0
1677000.0,803807.0,873193.0
1678000.0,804354.0,873646.0
1679000.0,804902.0,874098.0
1680000.0,805449.0,874551.0
1681000.0,805996.0,875004.0
1682000.0,806543.0,875457.0
1683000.0,807091.0,875909.0
1684000.0,807638.0,876362.0
1685000.0,808185.0,876815.0
1686000.0,808733.0,877267.0
1687000.0,809280.0,877720.0
1688000.0,809827.0,878173.0
1689000.0,810374.0,878626.0
1690000.0,810922.0,879078.0
1691000.0,811469.0,879531.0
1692000.0,812016.0,879984.0
1693000.0,812563.0,880437.0
1694000.0,813111.0,880889.0
1695000.0,813658.0,881342.0
1696000.0,814205.0,881795.0
1697000.0,814752.0,882248.0
1698000.0,815300.0,882700.0
1699000.0,815847.0,883153.0
1700000.0,816394.0,883606.0
1701000.0,816942.0,884058.0
1702000.0,817489.0,884511.0
1703000.0,818036.0,884964.0
1704000.0,818583.0,885417.0
1705000.0,819131.0,885869.0
1706000.0,819678.0,886322.0
1707000.0,820225.0,886775.0
1708000.0,820772.0,887228.0
1709000.0,821320.0,887680.0
1710000.0,821867.0,888133.0
1711000.0,822414.0,888586.0
1712000.0,822962.0,889038.0
1713000.0,823509.0,889491.0
1714000.0,824056.0,889944.0
1715000.0,824603.0,890397.0
1716000.0,825151.0,890849.0
1717000.0,825698.0,891302.0
1718000.0,826245.0,891755.0
1719000.0,826792.0,892208.0
1720000.0,827340.0,892660.0
1721000.0,827887.0,893113.0
1722000.0,828434.0,893566.0
1723000.0,828981.0,894019.0
1724000.0,829529.0,894471.0
1725000.0,830076.0,894924.0
1726000.0,830623.0,895377.0
1727000.0,831171.0,895829.0
1728000.0,831718.0,896282.0
1729000.0,832265.0,896735.0
1730000.0,832812.0,897188.0
1731000.0,833360.0,897640.0
1732000.0,833907.0,898093.0
1733000.0,834454.0,898546.0
1734000.0,835001.0,898999.0
1735000.0,835549.0,899451.0
1736000.0,836096.0,899904.0
1737000.0,836643.0,900357.0
1738000.0,837190.0,900810.0
1739000.0,837738.0,901262.0
1740000.0,838285.0,901715.0
1741000.0,838832.0,902168.0
1742000.0,839380.0,902620.0
1743000.0,839927.0,903073.0
1744000.0,840474.0,903526.0
1745000.0,841021.0,903979.0
1746000.0,841569.0,904431.0
1747000.0,842116.0,904884.0
1748000.0,842663.0,905337.0
1749000.0,843210.0,905790.0
1750000.0,843758.0,906242.0
1751000.0,844305.0,906695.0
1752000.0,844852.0,907148.0
1753000.0,845400.0,907600.0
1754000.0,845947.0,908053.0
1755000.0,846494.0,908506.0
1756000.0,847041.0,908959.0
1757000.0,847589.0,909411.0
1758000.0,848136.0,909864.0
1759000.0,848683.0,910317.0
1760000.0,849230.0,910770.0
1761000.0,849778.0,911222.0
1762000.0,850325.0,911675.0
1763000.0,850872.0,912128.0
1764000.0,851419.0,912581.0
1765000.0,851967.0,913033.0
1766000.0,852514.0,913486.0
1767000.0,853061.0,913939.0
1768000.0,853609.0,914391.0
1769000.0,854156.0,914844.0
1770000.0,854703.0,915297.0
1771000.0,855250.0,915750.0
1772000.0,855798.0,916202.0
1773000.0,856345.0,916655.0
1774000.0,856892.0,917108.0
1775000.0,857439.0,917561.0
1776000.0,857987.0,918013.0
1777000.0,858534.0,918466.0
1778000.0,859081.0,918919.0
1779000.0,859628.0,919372.0
1780000.0,860176.0,919824.0
1781000.0,860723.0,920277.0
1782000.0,861270.0,920730.0
1783000.0,861818.0,921182.0
1784000.0,862365.0,921635.0
1785000.0,862912.0,922088.0
1786000.0,863459.0,922541.0
1787000.0,864007.0,922993.0
1788000.0,864554.0,923446.0
1789000.0,865101.0,923899.0
1790000.0,865648.0,924352.0
1791000.0,866196.0,924804.0
1792000.0,866743.0,925257.0
1793000.0,867290.0,925710.0
1794000.0,867837.0,926163.0
1795000.0,868385.0,926615.0
1796000.0,868932.0,927068.0
1797000.0,869479.0,927521.0
1798000.0,870027.0,927973.0
1799000.0,870574.0,928426.0
1800000.0,871121.0,928879.0
1801000.0,871668.0,929332.0
1802000.0,872216.0,929784.0
1803000.0,872763.0,930237.0
